-1,name,club_logo,flag,photo,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,agility,balance,reactions,ball_control,dribbling,composure,interceptions,heading_accuracy,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,position
3553,N. Aguileda,https://cdn.sofifa.org/18/teams/112668.png,https://cdn.sofifa.org/flags/55@3x.png,https://cdn.sofifa.org/18/players/160061.png,51,55,21,31,41,37,37,61,41,34,55,62,61,39,37,42,67,51,44,74,67,72,71,74,75,61,59,87,66,cb
3554,A. Perosas,https://cdn.sofifa.org/18/teams/112531.png,https://cdn.sofifa.org/flags/55@3x.png,https://cdn.sofifa.org/18/players/160063.png,68,72,48,27,45,24,30,39,46,41,38,53,45,33,66,77,65,58,48,66,73,66,74,72,75,80,67,78,75,cb
3555,M. Troest,https://cdn.sofifa.org/18/teams/112225.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/167653.png,55,56,12,16,51,30,22,12,21,26,11,59,55,12,47,50,69,52,35,66,68,68,70,72,66,84,73,92,70,cb
3556,Jose Arnaiz,https://cdn.sofifa.org/18/teams/110704.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/231530.png,84,83,65,71,72,68,62,68,61,65,47,71,62,58,80,79,64,73,74,59,29,68,25,27,28,41,55,58,40,win
3557,D. Hernandez,https://cdn.sofifa.org/18/teams/112578.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/220522.png,77,74,65,60,64,57,53,53,78,70,69,70,65,59,81,75,68,70,69,69,32,37,38,27,25,53,67,59,50,win
3558,M. Gonzalez,https://cdn.sofifa.org/18/teams/111711.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/142705.png,61,60,68,71,78,77,65,60,73,75,73,72,68,71,72,75,66,75,75,73,60,62,50,55,49,61,65,67,77,win
3559,D. Ndongala,https://cdn.sofifa.org/18/teams/232.png,https://cdn.sofifa.org/flags/110@3x.png,https://cdn.sofifa.org/18/players/204908.png,88,83,63,52,60,54,64,54,64,71,57,65,54,68,90,89,68,73,78,69,28,38,18,29,24,88,70,41,39,win
3560,M. Cerato,https://cdn.sofifa.org/18/teams/110781.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/214733.png,91,91,73,62,60,56,52,60,64,65,62,67,46,54,90,75,54,71,73,57,27,53,15,17,20,53,78,48,51,win
3561,Joao Amaral,https://cdn.sofifa.org/18/teams/665.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/234949.png,81,83,60,70,72,66,56,68,71,72,65,60,48,68,81,80,72,73,74,63,24,52,21,30,38,50,75,48,43,win
3562,A. Abdi,https://cdn.sofifa.org/18/teams/1807.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/138698.png,67,61,69,61,72,73,64,66,73,69,73,76,72,68,66,70,73,75,72,76,48,59,52,60,57,60,64,57,74,win
3563,V. Lazaro,https://cdn.sofifa.org/18/teams/166.png,https://cdn.sofifa.org/flags/4@3x.png,https://cdn.sofifa.org/18/players/211147.png,88,90,55,67,72,73,66,67,66,69,64,67,64,75,81,74,57,75,77,72,56,48,55,57,50,56,62,71,70,win
3564,M. Terrazzino,https://cdn.sofifa.org/18/teams/25.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/190667.png,76,74,67,62,66,66,70,59,68,69,64,72,62,70,81,80,67,72,74,59,43,51,22,32,28,60,65,59,58,win
3565,D. Diamantakos,https://cdn.sofifa.org/18/teams/160.png,https://cdn.sofifa.org/flags/22@3x.png,https://cdn.sofifa.org/18/players/210380.png,74,77,68,71,77,69,68,65,55,63,54,62,49,56,74,72,67,68,70,64,19,69,11,26,29,80,74,72,68,win
3566,Álex Moreno,https://cdn.sofifa.org/18/teams/480.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/217036.png,74,75,67,59,58,60,65,70,66,71,57,69,61,69,77,74,68,71,74,59,62,66,68,69,65,63,88,43,49,win
3567,W. Montoya,https://cdn.sofifa.org/18/teams/481.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/224461.png,82,79,68,54,62,77,48,51,74,66,52,64,65,65,76,80,66,69,78,60,28,46,41,40,38,61,72,56,53,win
3568,G. Carey,https://cdn.sofifa.org/18/teams/1929.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/192451.png,88,75,65,66,77,74,64,65,71,68,73,67,72,71,81,64,64,67,70,68,66,58,53,57,51,65,85,70,68,win
3569,F. Valverde,https://cdn.sofifa.org/18/teams/242.png,https://cdn.sofifa.org/flags/60@3x.png,https://cdn.sofifa.org/18/players/239053.png,65,69,59,64,77,79,38,42,70,49,48,78,76,51,54,65,69,70,67,62,55,48,48,66,50,48,57,58,52,win
3570,N. Calderon,https://cdn.sofifa.org/18/teams/1881.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/189135.png,76,75,65,67,72,76,69,77,69,68,65,72,70,69,79,76,58,73,73,64,61,51,57,58,55,65,75,60,51,win
3571,Hector,https://cdn.sofifa.org/18/teams/463.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/203216.png,79,79,57,42,57,41,44,35,47,73,59,66,56,57,82,83,65,72,72,64,68,60,66,70,72,70,71,64,76,win
3572,Adryan,https://cdn.sofifa.org/18/teams/110770.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/205008.png,77,76,66,62,62,63,60,67,74,62,71,69,68,73,81,75,67,75,76,68,38,44,18,32,24,61,64,57,39,win
3573,R. Wallace,https://cdn.sofifa.org/18/teams/1807.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/140497.png,76,75,66,60,74,73,54,61,68,76,78,67,72,75,83,90,69,70,68,72,52,36,41,46,45,59,76,31,76,win
3574,Campillo,https://cdn.sofifa.org/18/teams/110831.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/229332.png,61,67,64,73,80,71,51,68,69,61,71,75,69,81,58,70,65,74,69,68,68,49,55,59,46,54,79,60,59,win
3575,E. Lopez,https://cdn.sofifa.org/18/teams/1880.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/213445.png,78,77,63,65,69,68,53,61,71,60,67,66,65,69,87,92,53,73,78,64,17,41,25,32,26,67,61,45,32,win
3576,C. Tainmont,https://cdn.sofifa.org/18/teams/670.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/203971.png,61,70,72,63,76,71,71,54,69,75,68,71,68,73,68,62,67,72,69,64,39,40,45,52,44,58,76,70,64,win
3577,T. Okriashvili,https://cdn.sofifa.org/18/teams/112218.png,https://cdn.sofifa.org/flags/20@3x.png,https://cdn.sofifa.org/18/players/216428.png,80,73,68,63,65,62,49,47,67,66,64,67,64,64,74,70,70,76,77,69,22,39,33,29,36,51,60,54,37,win
3578,A. Reach,https://cdn.sofifa.org/18/teams/1807.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/204215.png,78,78,64,63,68,63,40,55,66,70,42,67,56,66,77,72,62,72,73,68,40,55,53,50,55,77,82,77,40,win
3579,S. Rieks,https://cdn.sofifa.org/18/teams/319.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/179633.png,73,77,68,71,68,77,65,51,73,64,59,68,59,69,83,65,70,74,72,73,34,49,27,30,28,64,71,64,37,win
3580,I. Mystakidis,https://cdn.sofifa.org/18/teams/393.png,https://cdn.sofifa.org/flags/22@3x.png,https://cdn.sofifa.org/18/players/216498.png,72,78,72,71,69,65,63,64,61,63,44,68,64,60,71,61,65,71,73,61,32,65,33,30,20,66,69,65,70,win
3581,C. Michelin,https://cdn.sofifa.org/18/teams/1809.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/236466.png,69,67,69,45,58,52,43,48,61,78,42,76,72,75,63,71,66,74,72,62,64,56,67,70,72,64,70,59,69,win
3582,W. Sobota,https://cdn.sofifa.org/18/teams/110329.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/199861.png,87,90,65,61,72,58,62,63,64,65,52,64,57,54,90,84,67,70,72,65,46,58,32,25,52,61,77,38,57,win
3583,I. Latovlevici,https://cdn.sofifa.org/18/teams/325.png,https://cdn.sofifa.org/flags/39@3x.png,https://cdn.sofifa.org/18/players/204213.png,75,69,64,57,72,64,67,64,68,72,67,71,66,67,69,75,69,65,66,72,72,63,67,72,68,65,76,69,77,win
3584,M. Rohden,https://cdn.sofifa.org/18/teams/110734.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/207553.png,73,76,67,63,77,65,65,66,68,60,49,70,71,64,73,73,77,70,68,74,63,42,52,66,56,70,93,69,87,win
3585,C. Alzate,https://cdn.sofifa.org/18/teams/111722.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/214201.png,85,83,66,59,66,65,52,64,69,70,68,72,66,68,86,92,67,70,68,67,22,31,37,41,47,84,84,34,46,win
3586,L. Wilchez,https://cdn.sofifa.org/18/teams/110394.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/210363.png,69,73,69,65,69,67,62,59,71,65,75,73,68,65,76,86,62,72,72,70,40,39,29,35,28,61,60,63,56,win
3587,N. Camacho,,https://cdn.sofifa.org/flags/58@3x.png,https://cdn.sofifa.org/18/players/219835.png,73,74,68,67,78,76,58,64,70,58,68,72,67,66,76,77,66,70,71,64,44,53,40,39,34,58,59,39,58,win
3588,Rhayner,https://cdn.sofifa.org/18/teams/111730.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/190907.png,91,90,67,62,68,61,65,54,64,57,62,64,49,70,84,73,65,74,78,69,41,58,56,38,32,82,80,64,70,win
3589,S. Rincon,https://cdn.sofifa.org/18/teams/1887.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/212156.png,77,90,72,72,72,59,61,65,68,62,36,59,58,46,69,70,69,68,72,65,25,62,19,24,28,72,79,76,56,win
3590,K. Lafferty,https://cdn.sofifa.org/18/teams/80.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/166844.png,66,66,67,68,74,64,73,71,64,55,72,65,42,54,63,68,73,67,66,68,14,75,33,31,35,78,69,79,80,win
3591,Tramontinaldo,https://cdn.sofifa.org/18/teams/568.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/230358.png,63,71,51,45,53,51,55,63,61,73,62,74,71,61,77,79,71,72,61,64,54,69,72,77,75,55,63,54,54,win
3592,Kwon Chang Hoon,https://cdn.sofifa.org/18/teams/110569.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/211927.png,68,67,68,69,72,69,63,55,68,68,66,74,69,69,71,79,71,72,71,69,61,64,55,54,53,62,79,68,70,win
3593,Yun Il Lok,https://cdn.sofifa.org/18/teams/982.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/202968.png,81,80,74,64,67,66,63,51,59,68,56,69,64,64,88,74,66,71,71,55,60,54,35,44,23,65,81,72,58,win
3594,I. Brown,https://cdn.sofifa.org/18/teams/1808.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/213490.png,74,75,65,66,64,64,56,60,68,62,53,67,66,57,80,71,63,75,75,64,41,59,35,44,40,76,65,68,54,win
3595,Sami,https://cdn.sofifa.org/18/teams/666.png,https://cdn.sofifa.org/flags/119@3x.png,https://cdn.sofifa.org/18/players/201451.png,88,91,68,66,79,69,68,53,58,65,55,63,50,66,73,62,68,74,75,65,40,59,21,23,20,75,79,75,66,win
3596,S. Palacios,https://cdn.sofifa.org/18/teams/112670.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/212715.png,90,90,70,66,73,65,62,53,62,62,45,65,60,62,91,89,68,68,74,70,47,53,25,32,34,73,70,59,65,win
3597,B. Raman,https://cdn.sofifa.org/18/teams/110636.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/200429.png,92,92,68,70,69,72,66,65,56,64,67,60,52,72,89,84,69,71,73,74,23,66,19,20,15,84,85,38,71,win
3598,I. Malcorra,https://cdn.sofifa.org/18/teams/111678.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/226797.png,79,74,61,62,70,65,49,70,69,75,82,69,65,80,77,85,67,70,72,71,39,37,40,48,37,78,78,62,45,win
3599,G. Wikheim,https://cdn.sofifa.org/18/teams/1516.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/201967.png,91,91,58,65,63,53,61,31,61,66,33,63,54,64,92,69,66,72,77,60,42,49,45,46,42,45,69,51,54,win
3600,S. Yildirim,https://cdn.sofifa.org/18/teams/742.png,https://cdn.sofifa.org/flags/48@3x.png,https://cdn.sofifa.org/18/players/144368.png,84,87,70,66,70,65,69,72,66,66,48,66,54,59,80,77,71,74,72,66,31,60,16,22,20,64,62,66,77,win
3601,D. Dos Santos,https://cdn.sofifa.org/18/teams/1906.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/224243.png,91,87,62,55,65,52,55,59,70,66,53,68,64,73,92,75,66,74,76,69,55,47,40,44,40,62,76,39,41,win
3602,B. Johnson,https://cdn.sofifa.org/18/teams/91.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/152536.png,55,61,71,70,90,77,68,72,66,68,67,67,68,58,59,73,68,70,66,72,73,76,61,70,67,81,79,80,90,win
3603,Y. Candelo,https://cdn.sofifa.org/18/teams/110150.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/214006.png,85,87,66,61,76,70,64,66,70,69,74,71,59,73,90,76,59,68,71,65,45,48,53,57,55,84,71,56,71,win
3604,R. Beerens,https://cdn.sofifa.org/18/teams/1793.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/169978.png,80,73,67,67,58,63,72,71,71,71,62,69,59,71,80,84,68,73,73,70,21,35,40,24,23,63,68,48,47,win
3605,K. Ziani,https://cdn.sofifa.org/18/teams/112276.png,https://cdn.sofifa.org/flags/97@3x.png,https://cdn.sofifa.org/18/players/49659.png,75,70,67,60,70,66,67,68,72,67,79,72,70,76,87,89,61,71,69,70,27,54,20,32,29,76,70,41,68,win
3606,Y. Yotun,https://cdn.sofifa.org/18/teams/112606.png,https://cdn.sofifa.org/flags/59@3x.png,https://cdn.sofifa.org/18/players/204542.png,71,66,58,47,75,64,61,51,77,73,69,73,74,67,85,79,66,72,66,74,62,53,59,62,66,77,84,52,79,win
3607,G. Zardes,https://cdn.sofifa.org/18/teams/697.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/212478.png,85,87,71,68,76,62,63,66,71,59,30,64,40,60,76,52,63,63,74,61,34,67,41,50,30,76,88,79,63,win
3608,S. Kittel,https://cdn.sofifa.org/18/teams/111239.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/199912.png,74,68,67,65,57,59,61,60,68,69,69,74,64,72,78,75,70,72,75,61,37,50,18,24,20,72,52,52,39,win
3609,S. Lletget,https://cdn.sofifa.org/18/teams/697.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/201447.png,70,77,69,61,67,54,57,58,67,64,51,73,65,56,77,74,67,74,76,72,44,55,49,40,32,53,68,75,52,win
3610,J. Walker,https://cdn.sofifa.org/18/teams/80.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/206565.png,86,84,69,70,58,63,56,62,68,64,62,69,66,63,87,81,60,70,73,69,31,42,39,51,37,64,79,62,38,win
3611,B. Rabello,https://cdn.sofifa.org/18/teams/1881.png,https://cdn.sofifa.org/flags/55@3x.png,https://cdn.sofifa.org/18/players/209892.png,75,72,61,60,68,70,61,70,68,68,72,72,69,71,85,89,69,71,72,57,28,39,38,28,36,68,68,40,46,win
3612,M. Leovac,https://cdn.sofifa.org/18/teams/393.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/193250.png,80,78,58,33,70,56,39,33,48,73,55,66,68,71,72,68,68,68,69,66,67,55,69,71,72,71,74,73,74,win
3613,T. Eisfeld,https://cdn.sofifa.org/18/teams/160.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/208096.png,73,67,65,62,65,57,52,55,73,63,65,75,72,69,76,77,64,73,69,62,32,40,22,30,25,63,70,59,45,win
3614,Tony Muttinho,https://cdn.sofifa.org/18/teams/517.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/230367.png,67,73,59,45,48,46,51,61,51,67,45,72,71,53,71,57,67,67,61,63,66,66,71,73,72,51,73,77,65,win
3615,Vitor Bruno,https://cdn.sofifa.org/18/teams/1898.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/223966.png,83,77,58,61,63,63,60,66,60,72,62,63,66,67,80,82,70,66,64,64,69,52,67,69,72,77,79,55,72,win
3616,M. Etame,https://cdn.sofifa.org/18/teams/113142.png,https://cdn.sofifa.org/flags/103@3x.png,https://cdn.sofifa.org/18/players/229596.png,77,78,72,69,73,68,76,65,68,68,49,68,58,54,73,60,70,68,72,67,57,76,37,31,28,82,79,78,73,win
3617,C. Nkunku,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/232411.png,75,75,68,56,65,64,49,54,70,60,65,74,69,72,73,79,67,74,74,61,64,47,58,69,66,59,68,53,57,win
3618,Lee Chung Yong,https://cdn.sofifa.org/18/teams/1799.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/155355.png,73,71,70,61,65,62,66,63,74,69,65,72,66,72,75,78,74,70,71,72,56,58,42,52,43,68,75,56,56,win
3619,N. Foor,https://cdn.sofifa.org/18/teams/1909.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/202458.png,83,76,64,70,72,72,64,52,68,67,57,70,60,75,91,80,63,71,72,68,49,40,39,51,43,70,78,34,57,win
3620,B. Linssen,https://cdn.sofifa.org/18/teams/1909.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/199386.png,81,80,66,74,78,74,69,55,68,59,70,62,55,73,75,85,70,72,74,69,37,64,31,34,32,84,78,60,75,win
3621,D. Drexler,https://cdn.sofifa.org/18/teams/576.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/198617.png,79,78,63,62,61,56,59,62,74,62,52,72,64,66,81,75,67,71,73,66,19,49,23,28,22,63,71,49,46,win
3622,M. Hartmann,https://cdn.sofifa.org/18/teams/111239.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/192728.png,73,74,73,73,75,68,70,84,60,68,47,69,49,58,72,66,72,71,71,67,27,69,18,22,21,81,80,73,75,win
3623,Javi Ontiveros,https://cdn.sofifa.org/18/teams/573.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/231640.png,74,71,62,68,72,71,37,68,64,69,61,76,67,70,76,89,63,74,75,66,23,32,24,25,23,41,56,33,35,win
3624,M. Eikrem,https://cdn.sofifa.org/18/teams/320.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/153048.png,52,65,66,67,68,70,75,61,79,79,72,76,79,78,88,68,65,71,69,78,44,44,43,48,61,29,67,37,35,win
3625,F. Jozefzoon,https://cdn.sofifa.org/18/teams/1925.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/200113.png,90,91,67,62,63,52,59,64,60,69,42,63,61,65,84,81,69,70,76,44,61,35,22,28,23,79,67,64,41,win
3626,Borja Valle,https://cdn.sofifa.org/18/teams/242.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/229037.png,76,76,72,69,71,57,64,65,66,67,58,65,59,65,75,59,74,73,76,63,40,31,38,39,40,57,57,57,42,win
3627,Y. Ngbakoto,https://cdn.sofifa.org/18/teams/15.png,https://cdn.sofifa.org/flags/110@3x.png,https://cdn.sofifa.org/18/players/192938.png,78,76,70,72,70,72,52,66,72,69,73,62,60,71,81,74,69,72,73,65,25,40,22,18,19,56,68,69,44,win
3628,P. Schiattarella,https://cdn.sofifa.org/18/teams/112791.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/188541.png,78,85,66,57,70,67,59,57,71,61,56,74,69,64,73,71,69,74,70,67,56,60,51,57,59,63,82,69,75,win
3629,A. Bakasetas,https://cdn.sofifa.org/18/teams/278.png,https://cdn.sofifa.org/flags/22@3x.png,https://cdn.sofifa.org/18/players/208250.png,65,72,72,70,77,76,68,63,74,62,68,73,69,70,72,65,65,70,65,65,44,68,40,33,41,68,71,73,61,win
3630,Pozo,https://cdn.sofifa.org/18/teams/1861.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/218746.png,74,72,63,66,62,72,70,66,63,62,64,73,66,65,72,78,58,78,75,62,46,57,48,52,50,55,57,56,34,win
3631,P. Barrera,https://cdn.sofifa.org/18/teams/1881.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/173434.png,81,77,68,64,70,64,60,67,67,70,64,68,65,67,76,66,65,71,72,65,48,50,32,51,37,68,74,70,60,win
3632,Rogerinho,https://cdn.sofifa.org/18/teams/112389.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/189819.png,83,77,67,64,70,62,66,65,70,64,68,66,60,64,82,79,67,74,76,68,26,61,29,39,31,64,62,46,63,win
3633,K. Kodro,https://cdn.sofifa.org/18/teams/169.png,https://cdn.sofifa.org/flags/8@3x.png,https://cdn.sofifa.org/18/players/211068.png,55,68,71,73,73,59,66,60,65,64,34,65,59,44,58,56,66,66,71,55,32,73,15,41,37,65,69,75,69,win
3634,Zhang Xizhe,,https://cdn.sofifa.org/flags/155@3x.png,https://cdn.sofifa.org/18/players/221820.png,71,68,70,67,63,59,56,73,72,72,75,70,68,76,75,77,71,70,74,65,51,41,48,45,47,44,62,49,49,win
3635,N. Bahoui,https://cdn.sofifa.org/18/teams/322.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/192126.png,75,77,66,70,78,73,63,68,62,70,68,66,63,74,59,44,68,74,76,73,23,48,30,28,22,32,67,83,61,win
3636,E. Asante,https://cdn.sofifa.org/18/teams/1788.png,https://cdn.sofifa.org/flags/117@3x.png,https://cdn.sofifa.org/18/players/202374.png,94,95,68,66,67,55,60,36,65,66,29,66,54,47,93,79,64,70,68,68,47,52,41,50,49,85,78,46,50,win
3637,Álvaro Garcia,https://cdn.sofifa.org/18/teams/1968.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/216447.png,89,91,63,65,64,63,49,55,57,71,50,66,56,61,80,91,58,72,78,61,22,57,14,22,29,84,66,44,33,win
3638,A. Warda,,https://cdn.sofifa.org/flags/111@3x.png,https://cdn.sofifa.org/18/players/233600.png,80,78,61,60,63,60,63,63,66,76,74,72,70,70,65,77,61,71,76,61,18,33,31,30,21,39,61,42,33,win
3639,H. Yamada,https://cdn.sofifa.org/18/teams/101144.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/224385.png,73,71,64,64,64,63,64,68,71,66,65,72,65,63,81,85,70,72,73,68,58,49,45,52,53,58,84,59,56,win
3640,Yannick Djalo,https://cdn.sofifa.org/18/teams/665.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/177282.png,86,90,71,66,75,73,67,70,63,65,53,66,58,68,84,79,66,71,76,69,31,71,29,29,28,83,52,34,48,win
3641,Emerson Avintes,https://cdn.sofifa.org/18/teams/568.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/230275.png,50,63,75,69,71,75,66,59,69,71,75,74,65,79,75,73,66,74,68,77,21,48,20,25,21,79,69,56,63,win
3642,D. Larsson,https://cdn.sofifa.org/18/teams/111340.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/176773.png,85,92,66,64,83,61,56,65,64,66,54,65,59,61,74,78,66,69,72,72,24,61,25,40,37,79,86,65,71,win
3643,B. Koita,https://cdn.sofifa.org/18/teams/111339.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/189561.png,75,80,70,67,78,58,53,61,57,62,42,63,52,50,69,52,65,72,74,57,27,66,12,15,19,62,64,85,28,win
3644,L. Freeman,https://cdn.sofifa.org/18/teams/15.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/169078.png,77,78,67,60,68,67,61,60,73,71,65,70,67,67,83,78,62,70,73,58,50,40,39,48,46,75,74,57,52,win
3645,A. Rispoli,https://cdn.sofifa.org/18/teams/1843.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/189557.png,81,80,59,57,62,55,39,35,57,71,39,68,68,57,70,54,73,73,69,67,68,57,64,68,65,77,81,78,67,win
3646,Nsue,https://cdn.sofifa.org/18/teams/88.png,https://cdn.sofifa.org/flags/112@3x.png,https://cdn.sofifa.org/18/players/167797.png,83,86,69,59,74,57,57,49,60,72,57,66,63,63,82,73,73,70,72,63,61,59,58,64,71,86,88,74,74,win
3647,J. Ikone,https://cdn.sofifa.org/18/teams/70.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/234612.png,88,87,71,62,74,62,54,65,63,64,53,61,44,59,90,78,76,72,75,63,25,39,21,36,36,34,62,55,65,win
3648,D. Asprilla,https://cdn.sofifa.org/18/teams/113057.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/214388.png,78,76,66,68,73,70,51,55,62,68,68,64,68,65,65,63,65,74,76,58,29,57,31,33,25,58,66,73,68,win
