,overall,ball_control,reactions
6429,69,60,70
6430,69,69,66
6431,69,67,66
6432,69,72,63
6433,69,74,68
6434,69,75,60
6435,69,60,56
6436,69,70,66
6437,69,69,64
6438,69,72,73
6439,69,58,64
6440,69,71,63
6441,69,70,67
6442,69,65,60
6443,69,66,62
6445,69,71,70
6447,69,71,57
6448,69,58,69
6449,69,67,73
6450,69,69,67
6451,69,61,61
6452,69,67,66
6453,69,68,64
6454,69,67,64
6455,69,60,66
6457,69,70,62
6458,69,61,71
6459,69,65,61
6460,69,51,70
6461,69,67,68
6462,69,69,65
6463,69,63,66
6464,69,67,70
6465,69,68,65
6466,69,71,60
6468,69,54,59
6469,69,72,58
6470,69,69,69
6471,69,71,69
6472,69,52,65
6473,69,70,62
6474,69,57,65
6475,69,72,64
6476,69,72,64
6477,69,69,66
6478,69,67,63
6479,69,60,66
6480,69,67,62
6482,69,66,62
6484,69,53,54
6485,69,69,65
6486,69,58,66
6487,69,64,60
6488,69,70,54
6489,69,64,68
6490,69,66,68
6491,69,73,76
6492,69,75,70
6493,69,76,65
6494,69,52,65
6495,69,63,64
6496,69,65,57
6498,69,69,72
6499,69,57,66
6500,69,66,61
6501,69,71,67
6502,69,70,70
6503,69,66,64
6504,69,68,71
6505,69,70,65
6506,69,70,63
6508,69,63,65
6509,69,66,58
6510,69,67,59
6511,69,72,64
6513,69,64,68
6514,69,68,63
6515,69,48,51
6516,69,60,63
6517,69,75,78
6518,69,74,60
6519,69,56,66
6520,69,70,78
6521,69,45,59
6522,69,68,68
6524,69,57,69
6525,69,66,66
6526,69,68,64
6527,69,71,54
6528,69,37,51
6529,69,67,63
6531,69,62,60
6532,69,67,69
6533,69,69,65
6534,69,67,66
6535,69,64,70
6536,69,70,73
6537,69,70,70
6538,69,65,69
6539,69,70,65
6540,69,70,68
6541,69,29,69
6542,69,64,53
6543,69,67,59
6544,69,70,64
6545,69,65,56
6546,69,70,60
6547,69,59,52
6548,69,55,68
6549,69,52,68
6550,69,74,65
6552,69,71,64
6553,69,65,60
6554,69,65,66
6555,69,73,67
6556,69,48,63
6557,69,70,67
6558,69,71,67
6559,69,71,66
6560,69,71,68
6561,69,67,66
6562,69,68,68
6563,69,51,70
6564,69,59,59
6565,69,69,66
6566,69,72,69
6567,69,71,58
6568,69,70,63
6569,69,68,66
6570,69,69,64
6571,69,70,70
6572,69,67,65
6573,69,51,65
6574,69,62,68
6575,69,55,65
6576,69,72,71
6577,69,77,58
6578,69,70,66
6579,69,72,56
6580,69,59,54
6581,69,68,71
6582,69,67,66
6583,69,65,62
6584,69,68,63
6585,69,69,65
6586,69,66,65
6587,69,75,68
6588,69,75,58
6590,69,74,67
6591,69,72,66
6592,69,71,70
6593,69,70,65
6594,69,58,63
6595,69,73,65
6596,69,67,60
6597,69,64,67
6598,69,65,68
6599,69,59,67
6600,69,68,68
6601,69,68,65
6602,69,57,59
6603,69,73,62
6604,69,65,66
6605,69,68,69
6606,69,71,66
6607,69,75,64
6608,69,52,59
6609,69,71,61
6610,69,60,68
6611,69,69,63
6612,69,64,59
6613,69,64,72
6614,69,68,62
6615,69,64,64
6616,69,58,65
6617,69,70,67
6618,69,71,68
6619,69,48,54
6620,69,52,67
6622,69,72,72
6623,69,71,69
6624,69,71,67
6625,69,55,58
6626,69,55,60
6627,69,75,62
6628,69,67,61
6629,69,69,61
6630,69,56,64
6631,69,67,65
6632,69,62,67
6634,69,69,67
6635,69,75,66
6636,69,47,54
6637,69,70,64
6638,69,58,64
6640,69,67,64
6641,69,67,72
6642,69,54,59
6643,69,66,70
6644,69,64,60
6645,69,63,62
6646,69,71,65
6647,69,65,64
6648,69,65,59
6649,69,72,68
6650,69,69,65
6652,68,64,69
6653,68,53,65
6654,68,67,65
6655,68,65,61
6656,68,72,65
6657,68,68,66
6658,68,71,50
6659,68,69,60
6660,68,68,67
6661,68,71,59
6662,68,65,60
6664,68,70,55
6665,68,74,83
6666,68,68,64
6667,68,69,60
6668,68,68,53
6669,68,68,56
6670,68,68,67
6671,68,68,63
6672,68,75,65
6673,68,72,49
6674,68,66,60
6675,68,68,65
6676,68,73,66
6677,68,61,64
6678,68,66,71
6679,68,62,72
6681,68,66,48
6682,68,66,63
6683,68,69,75
6684,68,73,69
6685,68,73,49
6686,68,72,55
6687,68,66,71
6688,68,68,62
6689,68,63,66
6690,68,67,65
6691,68,64,60
6692,68,68,68
6693,68,57,53
6695,68,67,61
6696,68,74,60
6697,68,59,66
6698,68,66,67
6700,68,71,64
6701,68,68,57
6702,68,46,59
6703,68,63,65
6704,68,68,60
6705,68,71,56
6706,68,65,65
6707,68,64,64
6708,68,73,65
6709,68,68,61
6710,68,70,56
6711,68,66,67
6713,68,67,64
6714,68,68,61
6715,68,48,61
6716,68,63,62
6717,68,58,69
6719,68,68,70
6721,68,75,65
6722,68,59,65
6723,68,71,66
6724,68,66,69
6725,68,68,60
6728,68,65,65
6729,68,70,60
6730,68,66,62
6731,68,73,69
6732,68,63,67
6733,68,68,62
6734,68,67,67
6735,68,61,70
6736,68,69,66
6737,68,66,68
6739,68,68,72
6740,68,59,62
6742,68,68,59
6743,68,58,64
6744,68,55,57
6749,68,67,64
6750,68,67,67
6751,68,70,65
6752,68,65,54
6753,68,68,66
6754,68,69,59
6755,68,50,66
6756,68,62,56
6757,68,67,71
6758,68,70,65
6760,68,66,67
6761,68,68,68
6763,68,56,57
6764,68,68,62
6766,68,70,64
6767,68,44,58
6768,68,65,65
6769,68,64,61
6770,68,67,64
6771,68,53,65
6772,68,37,55
6773,68,73,51
6774,68,30,53
6775,68,76,63
6776,68,61,59
6777,68,73,59
6778,68,70,61
6779,68,73,66
6780,68,60,58
6781,68,65,66
6783,68,60,68
6784,68,63,68
6785,68,66,69
6788,68,63,56
6789,68,66,70
6790,68,70,57
6791,68,55,62
6792,68,65,65
6793,68,68,64
6794,68,52,66
6795,68,64,67
6796,68,67,66
6797,68,67,65
6798,68,69,62
6799,68,66,59
6800,68,57,63
6802,68,73,57
6803,68,56,71
6804,68,62,67
6805,68,43,64
6806,68,63,70
6807,68,70,68
6808,68,67,71
6810,68,61,64
6811,68,60,65
6813,68,63,64
6814,68,57,58
6815,68,62,60
6816,68,70,71
6817,68,70,64
6818,68,67,56
6819,68,69,63
6820,68,68,62
6821,68,62,64
6822,68,75,53
6823,68,64,65
6824,68,57,52
6825,68,68,62
6826,68,67,61
6827,68,68,64
6828,68,57,69
6829,68,64,72
6831,68,64,61
6832,68,69,64
6833,68,62,67
6834,68,62,55
6835,68,60,70
6836,68,45,57
6837,68,62,66
6838,68,71,67
6839,68,62,65
6840,68,60,55
6841,68,66,58
6842,68,65,74
6843,68,60,65
6844,68,65,65
6845,68,65,60
6846,68,52,64
6847,68,71,64
6848,68,69,73
6849,68,66,60
6850,68,43,52
6851,68,72,66
6852,68,66,68
6853,68,64,64
6854,68,46,64
6856,68,77,66
6857,68,72,68
6858,68,55,60
6859,68,71,66
6860,68,59,65
6861,68,56,67
6862,68,60,60
6863,68,68,71
6864,68,67,62
6865,68,67,66
6866,68,72,66
6867,68,70,65
6868,68,65,60
6869,68,70,56
6870,68,50,70
6871,68,63,60
6872,68,71,71
6873,68,70,58
6874,68,70,56
6875,68,62,70
6876,68,69,65
6877,68,68,68
6878,68,68,68
6879,68,67,74
6881,68,70,66
6882,68,72,63
6883,68,64,63
6884,68,71,65
6885,68,67,71
6886,68,67,61
6887,68,54,62
6888,68,64,64
6889,68,67,65
6890,68,65,62
6891,68,63,58
6892,68,58,65
6893,68,65,73
6894,68,70,56
6895,68,65,64
6896,68,71,66
6898,68,67,55
6900,68,62,61
6901,68,62,69
6902,68,67,72
6903,68,62,64
6904,68,65,68
6905,68,70,65
6906,68,63,57
6907,68,70,70
6908,68,66,77
6909,68,73,57
6911,68,55,58
6913,68,39,65
6915,68,48,58
6916,68,64,61
6917,68,66,66
6919,68,61,69
6920,68,62,63
6921,68,66,66
6922,68,59,61
6923,68,64,66
6924,68,59,68
6926,68,59,55
6927,68,66,65
6928,68,59,71
6929,68,72,66
6930,68,68,68
6932,68,72,64
6933,68,63,67
6934,68,71,61
6935,68,73,60
6936,68,49,59
6937,68,68,65
6938,68,66,72
6939,68,69,69
6941,68,62,65
6942,68,74,53
6943,68,69,72
6944,68,69,55
6945,68,69,60
6946,68,54,65
6947,68,66,62
6948,68,69,52
6949,68,63,65
6950,68,46,60
6951,68,53,72
6952,68,45,71
6953,68,72,55
6955,68,65,68
6956,68,66,65
6957,68,65,67
6958,68,62,63
6959,68,69,70
6960,68,63,62
6961,68,64,69
6962,68,49,62
6963,68,68,70
6964,68,64,65
6965,68,71,65
6966,68,71,63
6967,68,68,65
6968,68,66,69
6969,68,66,67
6970,68,51,63
6972,68,69,66
6973,68,65,71
6974,68,66,68
6975,68,64,68
6977,68,67,68
6978,68,63,59
6979,68,56,65
6980,68,70,73
6981,68,68,69
6982,68,71,62
6983,68,65,68
6984,68,62,57
6985,68,64,66
6986,68,69,64
6987,68,81,58
6988,68,65,58
6989,68,70,60
6990,68,70,57
6991,68,55,61
6992,68,65,64
6993,68,65,65
6994,68,66,61
6995,68,68,55
6996,68,65,64
6997,68,66,59
6998,68,68,63
6999,68,67,67
7000,68,66,67
7001,68,51,60
7002,68,70,65
7003,68,72,65
7004,68,74,60
7005,68,69,68
7006,68,70,67
7007,68,70,69
7008,68,66,70
7009,68,55,65
7010,68,71,69
7011,68,68,63
7012,68,63,67
7013,68,58,62
7014,68,69,70
7015,68,54,77
7016,68,69,67
7017,68,70,70
7018,68,68,63
7019,68,67,71
7020,68,61,69
7021,68,66,67
7022,68,59,68
7023,68,54,59
7024,68,66,67
7025,68,64,61
7026,68,75,62
7027,68,68,57
7028,68,66,66
7029,68,66,63
7030,68,64,66
7031,68,70,65
7032,68,67,65
7033,68,42,70
7034,68,67,71
7035,68,74,66
7036,68,63,65
7037,68,68,62
7038,68,63,62
7039,68,60,65
7040,68,75,73
7041,68,65,66
7042,68,70,60
7043,68,70,61
7044,68,67,67
7045,68,49,55
7046,68,69,60
7047,68,52,58
7048,68,58,65
7050,68,69,65
7051,68,56,57
7052,68,67,67
7053,68,59,63
7054,68,63,65
7055,68,70,68
7056,68,68,70
7057,68,61,73
7058,68,70,62
7059,68,70,63
7060,68,62,66
7061,68,61,70
7062,68,70,63
7063,68,69,66
7064,68,64,68
7065,68,68,71
7066,68,64,61
7067,68,70,66
7068,68,71,61
7069,68,47,56
7070,68,67,55
7071,68,68,65
7072,68,69,70
7073,68,64,63
7074,68,70,68
7075,68,73,72
7076,68,72,65
7077,68,62,62
7078,68,66,62
7079,68,67,62
7080,68,36,69
7081,68,71,68
7082,68,54,64
7084,68,57,70
7085,68,60,65
7086,68,69,69
7087,68,70,70
7088,68,72,60
7089,68,70,64
7090,68,65,55
7091,68,71,61
7092,68,67,62
7093,68,70,68
7094,68,63,66
7095,68,72,59
7096,68,57,60
7097,68,49,61
7098,68,62,66
7099,68,40,58
7100,68,62,75
7101,68,68,69
7102,68,68,58
7103,68,62,66
7104,68,70,71
7105,68,62,66
7106,68,58,64
7107,68,72,63
7108,68,70,68
7109,68,76,65
7110,68,68,68
7111,68,66,60
7113,68,69,62
7114,68,71,58
7115,68,50,63
7116,68,70,66
7117,68,69,62
7118,68,60,64
7119,68,66,65
7121,68,61,53
7122,68,68,65
7123,68,72,72
7124,68,68,62
7125,68,70,62
7126,68,62,71
7127,68,71,65
7128,68,67,64
7129,68,72,59
7130,68,66,66
7131,68,68,68
7132,68,60,59
7133,68,70,63
7134,68,73,68
7135,68,67,68
7136,68,70,60
7137,68,71,69
7138,68,65,67
7139,68,75,69
7140,68,71,65
7141,68,65,67
7142,68,57,62
7145,68,48,62
7146,68,64,61
7147,68,69,57
7148,68,63,58
7149,68,68,71
7150,68,73,63
7151,68,69,66
7152,68,67,67
7153,68,74,64
7154,68,63,55
7155,68,59,60
7156,68,64,64
7157,68,68,61
7158,68,57,64
7159,68,70,68
7160,68,74,68
7161,68,72,67
7162,68,72,62
7163,68,64,62
7164,68,55,56
7165,68,70,72
7166,68,66,63
7167,68,64,62
7168,68,70,60
7169,68,64,63
7170,68,66,66
7171,68,65,60
7172,68,76,61
7173,68,69,68
7174,68,65,66
7175,68,70,60
7176,68,66,66
7177,68,66,66
7178,68,63,69
7179,68,65,61
7180,68,66,59
7181,68,71,61
7182,68,53,59
7183,68,48,64
7185,68,67,67
7186,68,72,62
7187,68,50,64
7188,68,64,61
7190,68,69,58
7191,68,70,65
7192,68,61,61
7193,68,64,69
7196,68,69,61
7197,68,70,67
7198,68,66,69
7199,68,63,66
7200,68,66,57
7201,68,64,61
7202,68,67,59
7204,68,62,60
7205,68,76,62
7206,68,61,67
7207,68,66,74
7208,68,66,71
7209,68,59,67
7210,68,62,66
7211,68,72,60
7212,68,52,67
7213,68,57,57
7215,68,52,69
7216,68,68,68
7217,68,69,55
7218,68,52,55
7219,68,60,59
7220,68,57,55
7221,68,67,61
7222,68,68,58
7223,68,60,58
7224,68,68,66
7225,68,68,62
7226,68,62,63
7227,68,65,66
7228,68,71,67
7229,68,44,62
7230,68,72,68
7231,68,38,58
7233,68,47,66
7234,68,72,69
7235,68,63,62
7236,68,67,61
7237,68,68,65
7239,68,69,64
7240,68,61,65
7242,68,68,67
7243,68,68,59
7244,68,63,65
7245,68,71,62
7246,68,65,54
7247,68,69,68
7248,68,72,61
7249,68,68,65
7251,68,67,68
7252,68,73,71
7253,68,68,61
7254,68,65,57
7255,68,69,66
7256,68,66,61
7257,68,67,66
7258,68,55,61
7259,68,68,70
7260,68,65,68
7262,68,65,62
7263,68,57,55
7264,68,69,65
7265,68,68,60
7266,68,69,64
7267,68,71,61
7268,68,65,67
7269,68,69,59
7270,68,70,74
7271,68,42,64
7273,68,67,72
7274,68,67,62
7275,68,63,64
7276,68,53,59
7277,68,65,60
7278,68,73,66
7279,68,71,67
7280,68,50,59
7281,68,72,65
7282,68,70,71
7283,68,66,77
7284,68,69,57
7285,68,72,64
7286,68,66,53
7287,68,54,65
7288,68,69,64
7289,68,66,66
7290,68,68,64
7291,68,69,63
7292,68,68,69
7293,68,66,58
7294,68,46,65
7295,68,70,68
7297,68,57,62
7298,68,66,63
7299,68,71,64
7300,68,64,70
7301,68,76,58
7302,68,47,62
7303,68,62,67
7304,68,61,64
7305,68,66,59
7307,68,67,64
7308,68,68,58
7309,68,62,56
7310,68,65,63
7312,68,68,69
7313,68,69,65
7314,68,65,65
7315,68,72,63
7316,68,71,62
7317,68,67,68
7318,68,64,60
7319,68,69,65
7320,68,63,65
7321,68,69,67
7322,68,68,72
7323,68,70,50
7324,68,69,65
7325,68,66,72
7327,68,58,57
7329,68,59,63
7330,68,73,71
7332,68,68,62
7333,68,68,73
7334,68,70,55
7336,68,71,66
7338,68,66,75
7339,68,66,63
7340,68,71,69
7341,68,66,68
7342,68,66,65
7343,68,61,69
7344,68,70,63
7345,68,63,62
7346,68,68,62
7347,68,69,67
7348,68,69,62
7349,68,69,70
7350,68,59,60
7351,68,64,62
7352,68,73,60
7354,68,65,68
7355,68,55,67
7356,68,65,65
7357,68,70,58
7358,68,65,62
7359,68,64,64
7361,68,62,66
7362,68,60,68
7363,68,66,62
7364,68,67,66
7365,68,64,68
7367,68,62,68
7368,68,70,65
7369,68,66,63
7370,68,68,65
7371,68,56,60
7372,68,59,66
7373,68,36,56
7374,68,66,64
7375,68,71,64
7376,68,52,52
7378,68,49,70
7379,68,66,73
7380,68,71,65
7381,68,70,55
7382,68,65,66
7383,68,68,63
7384,68,61,64
7385,68,50,66
7386,68,65,62
7387,68,60,64
7388,68,68,67
7389,68,77,69
7391,68,50,62
7392,68,68,54
7393,68,70,59
7395,68,64,64
7396,68,65,68
7397,68,70,67
7398,68,67,61
7399,68,40,66
7400,68,49,59
7401,68,67,70
7402,68,64,60
7403,68,69,50
7404,68,74,70
7405,68,60,64
7406,68,67,65
7407,68,53,69
7409,68,67,65
7410,68,65,65
7411,68,50,70
7412,68,61,70
7413,68,63,61
7414,68,68,61
7415,68,65,62
7416,68,72,65
7417,68,50,63
7418,68,71,63
7419,68,72,65
7420,68,48,61
7421,68,67,72
7423,68,60,65
7424,68,57,55
7425,68,66,52
7426,68,66,67
7427,68,52,64
7428,68,62,63
7429,68,68,57
7430,68,56,59
7431,68,68,65
7432,68,68,59
7433,68,56,57
7434,68,68,68
7435,68,70,68
7436,68,74,55
7437,68,69,64
7438,68,53,57
7439,68,68,63
7440,68,71,64
7441,68,73,57
7442,68,68,63
7443,68,68,62
7444,68,75,63
7445,68,66,67
7446,68,68,59
7447,68,70,66
7448,68,66,66
7449,68,62,65
7450,68,61,63
7451,68,65,66
7452,68,64,63
7453,68,59,62
7454,68,70,59
7455,68,67,58
7456,68,66,65
7457,68,68,65
7458,68,59,64
7459,68,63,64
7460,68,56,60
7461,68,70,65
7462,68,51,63
7463,68,71,62
7464,68,68,62
7465,68,65,68
7466,68,68,71
7467,68,63,70
7468,68,70,66
7469,68,53,61
7470,68,71,63
7471,68,52,59
7472,68,66,60
7473,68,65,67
7474,68,67,53
7475,68,61,67
7476,68,70,68
7477,68,65,63
7478,68,63,60
7479,68,70,63
7480,68,64,55
7481,68,54,52
7482,68,66,58
7483,68,67,58
7484,68,67,66
7485,68,60,69
7486,68,64,65
7487,68,67,64
7488,68,67,63
7489,68,69,58
7491,68,67,64
7492,68,57,69
7493,68,68,61
7494,68,47,65
7495,68,69,67
7496,68,64,60
7497,68,69,62
7498,68,66,67
7499,68,67,62
7500,68,48,62
7501,68,72,68
7502,68,70,58
7503,68,73,75
7504,68,64,66
7505,68,61,61
7506,68,70,65
7508,68,56,61
7509,68,67,65
7511,68,50,63
7512,68,70,61
7513,68,69,55
7514,68,67,61
7515,68,65,67
7516,68,67,60
7517,68,68,50
7518,68,54,63
7519,68,66,64
7520,68,67,70
7521,68,65,76
7522,68,68,55
7524,68,66,71
7525,68,64,67
7526,68,70,60
7529,68,64,66
7530,68,63,64
7531,68,63,65
7532,68,41,63
7535,68,70,64
7536,68,56,56
7537,68,71,68
7538,68,63,65
7539,68,51,62
7540,68,71,60
7541,68,42,70
7543,68,69,64
7544,68,68,59
7545,68,73,80
7546,68,70,56
7547,68,53,64
7548,68,68,66
7549,68,69,65
7550,68,65,63
7551,68,68,61
7552,68,68,52
7553,68,65,71
7554,68,68,58
7555,68,35,70
7556,68,66,65
7558,68,61,57
7559,68,67,62
7560,68,71,73
7561,68,69,65
7562,68,72,49
7563,68,68,64
7564,68,66,59
7565,68,69,61
7567,68,55,63
7568,68,68,53
7569,68,77,56
7571,68,70,63
7572,68,69,66
7573,68,55,56
7574,68,63,59
7575,68,63,61
7576,68,65,73
7577,68,50,62
7578,68,66,66
7579,68,58,60
7580,68,70,65
7581,68,68,59
7583,68,62,59
7584,68,63,64
7585,68,69,62
7586,68,68,59
7588,68,61,66
7589,68,62,65
7590,68,58,64
7591,68,68,50
7592,68,53,53
7593,68,68,67
7594,68,68,59
7595,68,67,64
7596,68,71,63
7597,68,77,66
7599,68,54,63
7600,68,60,60
7601,68,57,64
7602,68,64,62
7603,68,69,55
7604,68,60,69
7605,68,62,64
7606,68,74,62
7608,68,67,66
7609,68,64,68
7610,68,65,63
7611,68,66,64
7612,68,59,68
7613,68,70,66
7615,68,70,66
7616,68,66,64
7617,68,72,61
7618,68,56,64
7619,68,60,69
7620,68,66,64
7621,68,48,61
7622,68,70,65
7623,68,63,65
7624,68,64,66
7625,68,66,64
7626,68,68,57
7627,68,68,59
7628,68,65,65
7629,68,65,60
7630,68,66,58
7631,68,71,65
7632,68,69,67
7633,68,64,59
7634,68,67,66
7635,68,60,71
7636,68,70,62
7637,68,70,70
7638,68,64,81
7639,68,54,69
7640,68,70,66
7641,68,66,59
7642,68,58,63
7643,68,70,64
7644,68,64,54
7645,68,61,66
7646,68,65,62
7647,68,65,58
7648,68,67,70
7649,68,70,70
7650,68,58,63
7651,68,67,66
7652,68,69,68
7653,68,69,64
7654,68,45,66
7655,68,68,67
7656,68,61,61
7657,68,61,67
7658,68,46,62
7659,68,63,68
7660,68,72,69
7661,68,58,65
7662,68,65,67
7663,68,67,66
7665,68,66,62
7666,68,70,65
7667,68,65,66
7668,68,66,65
7669,68,61,66
7670,68,62,65
7671,68,70,61
7672,68,64,64
7673,68,53,64
7674,68,62,63
7675,68,72,66
7676,68,68,68
7677,68,50,68
7678,68,68,61
7679,68,73,68
7680,68,66,67
7681,68,68,67
7682,68,67,70
7683,68,70,60
7685,68,63,65
7686,68,69,58
7687,68,55,55
7688,68,69,73
7689,68,65,69
7690,68,64,59
7691,68,70,57
7692,68,63,65
7693,68,66,56
7694,68,71,61
7696,68,67,67
7697,68,65,65
7698,68,66,67
7699,68,73,57
7700,67,70,64
7701,67,60,55
7702,67,67,71
7703,67,67,65
7704,67,60,66
7705,67,60,62
7706,67,51,60
7707,67,67,63
7708,67,67,69
7709,67,41,63
7710,67,63,61
7711,67,61,65
7712,67,66,64
7713,67,67,65
7714,67,61,62
7715,67,60,65
7716,67,63,69
7717,67,69,65
7718,67,70,61
7719,67,68,65
7720,67,68,65
7721,67,72,66
7722,67,62,62
7723,67,69,67
7724,67,66,65
7725,67,62,61
7726,67,42,64
7727,67,73,62
7728,67,68,66
7729,67,58,60
7730,67,63,64
7731,67,60,57
7732,67,58,59
7733,67,62,61
7734,67,45,65
7735,67,60,65
7736,67,67,61
7737,67,68,59
7738,67,53,57
7739,67,70,60
7741,67,62,63
7742,67,73,55
7744,67,59,68
7745,67,52,60
7746,67,73,64
7748,67,62,56
7749,67,52,61
7750,67,70,55
7751,67,50,58
7752,67,63,66
7753,67,68,70
7754,67,62,63
7755,67,60,72
7756,67,68,63
7757,67,64,62
7758,67,51,60
7759,67,62,63
7760,67,64,69
7761,67,64,64
7762,67,65,67
7763,67,69,66
7764,67,63,58
7766,67,67,67
7767,67,62,59
7768,67,73,64
7769,67,65,70
7770,67,66,66
7771,67,66,66
7772,67,64,62
7773,67,64,69
7774,67,66,68
7775,67,64,68
7776,67,73,63
7777,67,66,66
7779,67,67,67
7780,67,63,65
7781,67,66,62
7783,67,43,55
7784,67,66,67
7785,67,64,62
7786,67,64,57
7787,67,67,64
7788,67,66,68
7789,67,65,68
7790,67,54,60
7792,67,61,72
7793,67,65,65
7794,67,60,61
7795,67,66,65
7796,67,70,64
7798,67,59,63
7799,67,62,63
7800,67,66,49
7801,67,71,62
7803,67,60,65
7804,67,56,63
7805,67,62,64
7806,67,60,62
7807,67,76,67
7808,67,62,66
7809,67,66,48
7811,67,70,68
7812,67,72,68
7813,67,70,64
7814,67,65,62
7815,67,64,65
7816,67,51,57
7817,67,64,62
7818,67,73,65
7819,67,57,56
7820,67,67,66
7821,67,65,66
7822,67,61,61
7823,67,65,68
7824,67,64,63
7825,67,55,61
7826,67,68,65
7827,67,62,66
7828,67,54,62
7829,67,71,61
7830,67,65,62
7831,67,69,68
7832,67,60,67
7833,67,57,59
7834,67,41,53
7835,67,38,64
7836,67,59,71
7837,67,39,58
7838,67,38,60
7840,67,64,62
7842,67,71,64
7843,67,62,66
7844,67,70,54
7845,67,52,52
7846,67,66,60
7847,67,53,61
7848,67,67,59
7849,67,63,62
7850,67,64,68
7851,67,66,59
7852,67,62,62
7853,67,66,61
7854,67,69,52
7856,67,70,68
7857,67,56,55
7858,67,72,65
7859,67,64,63
7860,67,70,67
7861,67,65,64
7862,67,65,57
7863,67,64,65
7864,67,67,65
7865,67,68,66
7866,67,72,60
7867,67,62,71
7868,67,66,65
7869,67,69,57
7870,67,68,62
7871,67,66,65
7872,67,65,72
7873,67,60,58
7874,67,65,64
7875,67,42,64
7876,67,63,59
7878,67,66,59
7879,67,69,61
7880,67,71,67
7881,67,64,65
7882,67,65,58
7883,67,66,57
7884,67,78,60
7885,67,57,71
7886,67,66,71
7887,67,59,60
7888,67,72,63
7889,67,71,56
7890,67,64,68
7891,67,71,58
7892,67,63,62
7893,67,65,62
7894,67,68,65
7895,67,68,64
7898,67,67,57
7899,67,68,56
7900,67,67,62
7902,67,67,63
7903,67,72,66
7904,67,67,57
7905,67,64,65
7906,67,68,68
7909,67,65,57
7910,67,65,64
7911,67,64,70
7912,67,35,66
7913,67,66,61
7914,67,63,55
7915,67,62,67
7916,67,68,53
7917,67,49,58
7918,67,45,68
7919,67,70,57
7920,67,62,59
7921,67,72,62
7922,67,67,63
7923,67,71,59
7924,67,63,67
7925,67,69,61
7926,67,65,71
7927,67,67,60
7929,67,71,61
7930,67,66,62
7931,67,66,59
7932,67,66,60
7933,67,63,53
7935,67,62,58
7937,67,59,72
7938,67,52,58
7939,67,64,58
7941,67,65,69
7942,67,65,63
7943,67,61,53
7945,67,61,68
7946,67,68,58
7947,67,65,71
7948,67,72,68
7949,67,70,57
7950,67,48,59
7952,67,48,64
7953,67,69,66
7955,67,70,53
7956,67,64,63
7957,67,64,59
7958,67,70,61
7959,67,59,62
7960,67,44,70
7961,67,66,62
7963,67,69,69
7964,67,64,55
7965,67,65,63
7966,67,63,61
7967,67,71,58
7968,67,65,58
7969,67,58,61
7972,67,62,63
7973,67,64,57
7974,67,67,68
7975,67,70,61
7976,67,63,66
7977,67,67,63
7978,67,67,71
7979,67,66,61
7980,67,64,65
7981,67,65,67
7982,67,63,54
7983,67,66,65
7984,67,50,68
7985,67,47,67
7986,67,66,64
7988,67,68,64
7989,67,69,68
7990,67,66,60
7993,67,63,61
7994,67,65,62
7995,67,66,54
7996,67,70,65
7997,67,63,62
7998,67,67,68
7999,67,68,65
8000,67,68,63
8001,67,71,65
8002,67,66,63
8003,67,63,59
8004,67,60,65
8005,67,71,71
8006,67,63,51
8007,67,63,66
8008,67,67,58
8009,67,72,59
8010,67,68,56
8011,67,55,56
8012,67,72,69
8013,67,61,64
8016,67,71,61
8018,67,51,65
8019,67,69,52
8020,67,70,71
8021,67,64,72
8022,67,66,62
8023,67,37,60
8024,67,65,62
8025,67,56,53
8026,67,71,59
8027,67,64,68
8028,67,51,60
8029,67,57,62
8031,67,66,67
8032,67,60,57
8033,67,56,71
8034,67,68,75
8035,67,66,71
8036,67,74,48
8037,67,52,51
8038,67,67,71
8039,67,65,63
8040,67,58,63
8041,67,61,60
8043,67,64,63
8044,67,74,65
8045,67,48,60
8046,67,68,60
8047,67,73,60
8048,67,62,61
8049,67,66,61
8050,67,61,68
8051,67,62,64
8052,67,56,64
8053,67,65,66
8054,67,69,65
8055,67,68,65
8056,67,68,58
8057,67,62,68
8058,67,62,56
8059,67,68,67
8060,67,58,69
8061,67,68,65
8062,67,71,61
8063,67,68,66
8064,67,54,61
8065,67,64,65
8066,67,65,64
8067,67,54,57
8068,67,66,63
8069,67,66,66
8070,67,54,56
8072,67,58,58
8073,67,64,68
8074,67,38,55
8076,67,62,68
8077,67,68,67
8078,67,58,67
8079,67,71,62
8080,67,66,63
8081,67,71,64
8082,67,50,64
8083,67,58,55
8084,67,65,66
8085,67,64,62
8086,67,63,64
8087,67,64,52
8089,67,68,59
8091,67,67,67
8092,67,67,68
8093,67,62,64
8096,67,60,57
8097,67,69,59
8098,67,64,65
8099,67,63,62
8100,67,61,71
8102,67,65,63
8103,67,61,62
8104,67,36,65
8105,67,57,63
8106,67,62,66
8107,67,50,61
8108,67,67,68
8109,67,69,65
8110,67,61,66
8111,67,68,62
8112,67,65,68
8113,67,69,68
8114,67,62,64
8115,67,65,68
8116,67,66,61
8117,67,60,58
8118,67,45,68
8119,67,70,59
8120,67,62,64
8121,67,54,57
8122,67,41,61
8123,67,68,56
8124,67,67,66
8125,67,65,69
8126,67,71,56
8127,67,67,66
8129,67,66,61
8130,67,61,62
8131,67,71,61
8132,67,67,66
8133,67,70,64
8134,67,59,66
8135,67,68,63
8136,67,62,60
8137,67,66,65
